% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8297 +9.945040639e-01 +9.945040639e-01 -1.818549594e+01 -1.818549594e+01 +6.5700e-01 +4.0779e-01 +7.7228e-01 +1.3499e-01 +3.4171e-02 +9.2668e-01 +9.8344e-01 +5.0037e-01 +7.7346e-01 +9.8303e-01 +2.8120e-01 +3.3940e-01 +6.6507e-02 +9.5479e-01 +4.4663e-01 +3.0504e-01 +5.0600e-01 +1.0000e+00 +6.2769e-01 +6.5176e-01
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.250952332e+01 +1.250952332e+01 -3.599404767e+02 -3.599404767e+02 +9.6929e-01 +2.9107e-01 +9.7131e-02 +6.8881e-01 +4.4412e-02 +1.7797e-01 +7.1080e-01 +3.5456e-01 +8.7772e-02 +9.2279e-01 +8.8110e-01 +3.0509e-02 +1.2535e-01 +6.8490e-01 +1.4310e-02 +7.3603e-01 +9.0427e-01 +6.0449e-01 +1.7040e-02 +3.8222e-01
4 +6.081019177e+00 +6.081019177e+00 -3.663689808e+02 -3.663689808e+02 +8.4234e-01 +3.6485e-01 +5.6424e-01 +7.3061e-02 +6.7936e-01 +1.5617e-01 +2.1928e-01 +2.9805e-01 +6.2547e-01 +7.9847e-01 +6.8748e-01 +5.6996e-01 +1.7646e-02 +3.6275e-01 +3.9383e-01 +9.4027e-01 +7.3991e-01 +9.9999e-01 +9.7643e-01 +8.9767e-01
720 +3.219447781e+00 +3.219447781e+00 -3.692305522e+02 -3.692305522e+02 +8.2152e-01 +1.3645e-01 +6.1262e-01 +1.2170e-01 +7.1334e-01 +4.0798e-01 +3.2973e-02 +2.2620e-01 +7.6277e-01 +7.4376e-01 +7.4102e-01 +7.8963e-01 +7.8199e-03 +2.2037e-01 +0.0000e+00 +9.5100e-01 +7.0428e-01 +9.9556e-01 +9.8504e-01 +6.9439e-01
2941 +2.367561902e+00 +2.367561902e+00 -3.700824381e+02 -3.700824381e+02 +8.3893e-01 +1.3589e-01 +6.0845e-01 +1.1741e-01 +7.1467e-01 +3.8664e-01 +3.1667e-02 +2.2175e-01 +7.7130e-01 +7.4379e-01 +7.3869e-01 +7.9095e-01 +7.8250e-03 +2.2176e-01 +0.0000e+00 +9.5214e-01 +7.0618e-01 +9.9084e-01 +9.7491e-01 +6.9609e-01
4260 +1.415522360e+00 +1.415522360e+00 -3.710344776e+02 -3.710344776e+02 +8.3365e-01 +1.3746e-01 +6.1119e-01 +1.2096e-01 +6.8749e-01 +3.9521e-01 +3.1084e-02 +2.2642e-01 +7.6389e-01 +7.4559e-01 +7.4163e-01 +7.9018e-01 +7.8561e-03 +2.1661e-01 +0.0000e+00 +9.5178e-01 +7.0226e-01 +9.9860e-01 +9.7731e-01 +6.9278e-01
5200 +9.219043874e-01 +9.219043874e-01 -3.715280956e+02 -3.715280956e+02 +8.3290e-01 +1.4525e-01 +6.0898e-01 +1.1832e-01 +6.8717e-01 +3.9482e-01 +3.1037e-02 +2.2456e-01 +7.6346e-01 +7.4035e-01 +7.3903e-01 +7.9021e-01 +7.8824e-03 +2.1486e-01 +0.0000e+00 +9.5178e-01 +7.0101e-01 +9.9859e-01 +9.7741e-01 +6.9281e-01
6442 +6.237891167e-01 +6.237891167e-01 -3.718262109e+02 -3.718262109e+02 +8.3150e-01 +1.5034e-01 +6.0969e-01 +1.1649e-01 +6.8901e-01 +3.9375e-01 +3.0521e-02 +2.1954e-01 +7.6378e-01 +7.3711e-01 +7.3853e-01 +7.9021e-01 +8.0185e-03 +2.1444e-01 +0.0000e+00 +9.5178e-01 +7.0086e-01 +9.9857e-01 +9.7736e-01 +6.9278e-01
% function evaluation | noise-free fitness - Fopt (8.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.098889017e+00 +8.098889017e+00 +1.654888902e+01 +1.654888902e+01 +5.5916e-01 +9.1810e-02 +3.8572e-01 +8.4040e-01 +9.5813e-01 +6.9214e-01 +2.7507e-01 +2.5319e-01 +6.7072e-02 +1.8563e-01 +2.0945e-01 +8.0637e-01 +6.4915e-01 +2.8979e-01 +1.6285e-01 +4.8151e-01 +8.0318e-02 +2.0211e-01 +8.9744e-01 +4.4036e-01
156 +5.552073746e+00 +5.552073746e+00 +1.400207375e+01 +1.400207375e+01 +3.9810e-02 +2.9674e-01 +9.4580e-01 +6.6705e-01 +8.0289e-01 +8.7295e-01 +7.3174e-01 +8.4768e-01 +1.7814e-01 +4.4887e-01 +6.9007e-01 +0.0000e+00 +6.5095e-01 +3.9244e-01 +1.8989e-03 +4.2888e-01 +5.0000e-01 +0.0000e+00 +7.4798e-01 +2.3669e-01
1231 +2.612175193e+00 +2.612175193e+00 +1.106217519e+01 +1.106217519e+01 +4.9735e-01 +7.5948e-01 +7.7835e-01 +6.3623e-01 +1.0000e+00 +8.5198e-01 +5.0397e-01 +6.0031e-01 +8.8769e-02 +4.9712e-01 +4.5855e-01 +4.8237e-01 +4.6255e-01 +3.0951e-01 +0.0000e+00 +4.0478e-01 +3.6336e-01 +4.6715e-01 +9.1794e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.570960134e+01 +1.570960134e+01 +2.754960134e+01 +2.754960134e+01 +8.2281e-01 +3.4896e-01 +2.3241e-01 +3.5405e-01 +9.8611e-01 +3.3313e-01 +3.9630e-01 +1.1640e-01 +5.2549e-01 +2.6606e-01 +4.1813e-01 +4.1516e-01 +2.2231e-01 +5.7513e-01 +8.1992e-01 +4.1241e-01 +5.7085e-01 +7.8533e-01 +4.8075e-01 +9.5402e-01
2 +9.443366151e+00 +9.443366151e+00 +2.128336615e+01 +2.128336615e+01 +1.5458e-01 +2.5309e-01 +1.1239e-01 +5.8459e-01 +3.6995e-01 +9.4654e-02 +1.4747e-01 +1.3882e-01 +9.5743e-02 +4.8373e-02 +8.1576e-01 +8.0165e-01 +9.4659e-01 +4.6801e-01 +5.6604e-01 +1.4197e-01 +8.7894e-01 +5.4530e-01 +7.7584e-01 +3.5353e-01
233 +3.975632056e+00 +3.975632056e+00 +1.581563206e+01 +1.581563206e+01 +4.3822e-01 +3.7544e-01 +8.6179e-01 +6.2418e-01 +6.0683e-01 +4.7380e-01 +3.6581e-01 +4.0554e-01 +1.7159e-01 +6.0454e-01 +1.2952e-01 +4.2056e-01 +2.8594e-01 +3.3760e-01 +5.1240e-01 +5.9876e-01 +2.3625e-01 +3.0895e-01 +2.0367e-01 +4.5492e-01
7530 +2.277557161e+00 +2.277557161e+00 +1.411755716e+01 +1.411755716e+01 +3.6748e-01 +1.9248e-01 +6.8945e-01 +9.2333e-01 +5.6435e-01 +6.7818e-01 +8.4396e-01 +4.7650e-01 +1.8807e-01 +3.6966e-01 +7.4789e-01 +5.5679e-01 +5.6168e-01 +1.0000e+00 +2.9373e-01 +2.8807e-01 +9.8920e-01 +1.6593e-01 +1.5554e-01 +8.0372e-01
% function evaluation | noise-free fitness - Fopt (1.581200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.312968461e+01 +1.312968461e+01 +1.712496846e+02 +1.712496846e+02 +4.2774e-01 +4.3257e-01 +6.5073e-01 +2.6715e-01 +7.5445e-01 +1.9570e-01 +8.1295e-01 +3.2581e-01 +1.6919e-01 +5.8677e-01 +8.6271e-01 +7.4314e-01 +6.6504e-01 +3.9970e-02 +8.4847e-02 +8.9304e-01 +8.4455e-01 +8.4329e-01 +4.5057e-01 +4.2902e-02
8 +9.941454802e+00 +9.941454802e+00 +1.680614548e+02 +1.680614548e+02 +7.6561e-01 +8.2102e-01 +2.8126e-01 +5.9996e-01 +9.0408e-01 +1.8819e-01 +8.6325e-01 +3.3026e-01 +5.5346e-01 +3.2707e-01 +6.0169e-02 +5.4849e-01 +4.1205e-01 +6.2468e-02 +9.9481e-01 +1.5881e-01 +9.4739e-01 +6.3367e-02 +1.1286e-02 +1.1410e-01
89 +5.400380789e+00 +5.400380789e+00 +1.635203808e+02 +1.635203808e+02 +8.7364e-01 +5.0000e-01 +3.8182e-01 +7.0459e-01 +5.0000e-01 +5.4090e-01 +6.9324e-01 +6.8438e-01 +0.0000e+00 +6.5782e-01 +5.6832e-01 +9.8120e-02 +4.6703e-01 +5.0000e-01 +8.5231e-01 +6.5180e-01 +4.3127e-01 +2.0971e-01 +2.9448e-02 +6.2658e-01
1370 +3.114884261e+00 +3.114884261e+00 +1.612348843e+02 +1.612348843e+02 +9.6122e-01 +5.5832e-01 +6.4928e-01 +5.7980e-01 +9.4236e-01 +9.2490e-01 +6.3441e-01 +4.7721e-01 +6.5013e-02 +3.5258e-01 +7.0713e-01 +5.6224e-01 +4.7195e-01 +5.4079e-01 +3.0995e-01 +8.6415e-01 +5.6925e-01 +5.6581e-01 +7.8071e-02 +6.8001e-01
6475 +2.475923294e+00 +2.475923294e+00 +1.605959233e+02 +1.605959233e+02 +7.5960e-01 +2.9880e-01 +1.6901e-01 +5.4884e-01 +2.2848e-01 +5.1699e-01 +6.7897e-01 +5.7284e-01 +6.7855e-01 +7.9695e-01 +0.0000e+00 +7.5007e-01 +8.1109e-01 +4.0794e-01 +9.0616e-02 +2.0179e-01 +5.0503e-01 +4.1565e-01 +1.1034e-01 +2.4374e-01
% function evaluation | noise-free fitness - Fopt (-1.021200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.779650095e+01 +1.779650095e+01 -8.432349905e+01 -8.432349905e+01 +8.8331e-01 +6.5556e-01 +2.4076e-01 +9.0224e-01 +4.8327e-01 +4.5202e-01 +6.9455e-01 +7.7532e-01 +1.3236e-01 +1.9411e-01 +5.1913e-01 +8.5862e-01 +3.0863e-01 +7.6020e-01 +7.1176e-02 +8.0187e-01 +4.5168e-01 +5.6371e-01 +6.7379e-01 +8.1620e-01
3 +1.078735993e+01 +1.078735993e+01 -9.133264007e+01 -9.133264007e+01 +9.3465e-01 +1.4050e-02 +7.8158e-01 +5.2354e-01 +8.8366e-01 +4.8803e-01 +1.0167e-01 +4.7730e-01 +8.2281e-01 +3.6989e-01 +7.0241e-02 +8.4505e-01 +9.5353e-01 +6.5014e-01 +3.1729e-02 +5.5527e-01 +6.0908e-01 +8.7440e-02 +7.8421e-01 +9.8749e-01
5 +6.073943350e+00 +6.073943350e+00 -9.604605665e+01 -9.604605665e+01 +8.4112e-01 +2.1907e-01 +8.6507e-01 +6.5550e-02 +5.7139e-01 +7.3373e-01 +2.1090e-01 +5.3010e-01 +5.4281e-01 +4.8451e-01 +9.7977e-01 +5.8017e-01 +8.1834e-01 +1.2125e-02 +7.2272e-01 +3.5839e-01 +4.9267e-01 +6.1927e-01 +8.4096e-01 +6.3303e-01
1146 +3.948092466e+00 +3.948092466e+00 -9.817190753e+01 -9.817190753e+01 +7.3502e-01 +1.7581e-01 +9.2654e-01 +1.1849e-01 +6.0092e-01 +9.3094e-01 +2.5749e-01 +6.5978e-01 +5.9467e-01 +8.2757e-01 +7.6581e-01 +5.6397e-01 +8.0129e-01 +3.2569e-02 +8.9437e-01 +4.5048e-01 +5.0841e-01 +5.5206e-01 +6.7621e-01 +8.5826e-01
2616 +2.387972393e+00 +2.387972393e+00 -9.973202761e+01 -9.973202761e+01 +1.6614e-01 +5.6270e-01 +9.1841e-01 +9.0915e-01 +7.7793e-01 +8.1800e-01 +1.6796e-01 +6.6207e-01 +7.5815e-01 +3.5131e-01 +5.0298e-01 +5.4312e-01 +3.8849e-01 +7.8181e-01 +6.7610e-01 +0.0000e+00 +5.2442e-02 +2.9874e-01 +6.9472e-01 +7.1620e-01
6031 +1.580539912e+00 +1.580539912e+00 -1.005394601e+02 -1.005394601e+02 +9.0845e-01 +1.7435e-01 +6.5208e-01 +1.9724e-01 +5.3249e-01 +2.9267e-01 +3.5470e-01 +4.2347e-01 +3.4941e-01 +5.4191e-01 +9.0285e-02 +3.8944e-01 +1.0779e-01 +7.6511e-01 +1.4788e-01 +1.7021e-01 +7.9173e-02 +2.2920e-02 +1.9515e-01 +7.5123e-01
% function evaluation | noise-free fitness - Fopt (-8.798000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.687129241e+01 +1.687129241e+01 -7.110870759e+01 -7.110870759e+01 +7.6775e-01 +8.0427e-01 +7.7796e-01 +1.5243e-01 +3.1756e-01 +1.0391e-01 +1.0206e-01 +1.2590e-01 +1.1301e-03 +2.5639e-01 +8.7470e-01 +4.5342e-01 +2.4469e-01 +9.3739e-01 +3.0217e-01 +8.3498e-01 +3.1220e-01 +6.0728e-01 +6.1635e-01 +1.0011e-01
4 +5.814639938e+00 +5.814639938e+00 -8.216536006e+01 -8.216536006e+01 +2.9197e-01 +1.9252e-01 +3.6637e-01 +4.0664e-01 +6.7841e-01 +2.6008e-01 +9.9888e-01 +3.9338e-01 +9.4293e-01 +5.8599e-02 +4.9423e-01 +4.8316e-01 +3.5406e-01 +1.5899e-01 +5.8935e-01 +2.9734e-01 +7.5146e-01 +8.2854e-01 +8.0814e-01 +1.2668e-01
230 +3.407593266e+00 +3.407593266e+00 -8.457240673e+01 -8.457240673e+01 +4.1611e-01 +6.9160e-02 +4.5609e-02 +5.6582e-01 +9.7294e-01 +7.9503e-01 +6.4913e-01 +2.9860e-01 +8.9229e-01 +1.5404e-01 +2.6022e-01 +7.2077e-01 +1.8880e-01 +1.0203e-01 +3.4890e-01 +2.3689e-01 +5.0000e-01 +3.5587e-01 +1.0996e-01 +5.2077e-02
1729 +2.095023030e+00 +2.095023030e+00 -8.588497697e+01 -8.588497697e+01 +4.1413e-01 +8.4911e-02 +4.3982e-02 +5.4012e-01 +9.7520e-01 +7.8873e-01 +6.4217e-01 +3.0072e-01 +8.9352e-01 +1.5406e-01 +2.5977e-01 +7.1123e-01 +1.8874e-01 +1.0110e-01 +3.2571e-01 +2.3838e-01 +4.9824e-01 +3.6277e-01 +1.1120e-01 +5.2033e-02
2709 +1.503822335e+00 +1.503822335e+00 -8.647617766e+01 -8.647617766e+01 +4.1421e-01 +7.5305e-02 +4.3718e-02 +5.3570e-01 +9.7139e-01 +7.9253e-01 +6.5104e-01 +3.0002e-01 +8.9313e-01 +1.5411e-01 +2.5954e-01 +7.1167e-01 +1.8883e-01 +9.9422e-02 +3.2479e-01 +2.3823e-01 +5.0005e-01 +3.6282e-01 +1.1353e-01 +5.3301e-02
3830 +9.829731060e-01 +9.829731060e-01 -8.699702689e+01 -8.699702689e+01 +4.1482e-01 +6.9972e-02 +4.5984e-02 +5.2474e-01 +9.7214e-01 +7.9359e-01 +6.4955e-01 +2.9878e-01 +8.9383e-01 +1.5402e-01 +2.5957e-01 +7.1784e-01 +1.8878e-01 +9.9591e-02 +3.2144e-01 +2.3891e-01 +5.0003e-01 +3.5926e-01 +1.1740e-01 +5.3568e-02
4772 +6.140667443e-01 +6.140667443e-01 -8.736593326e+01 -8.736593326e+01 +4.1586e-01 +7.6857e-02 +4.5053e-02 +5.2706e-01 +9.7318e-01 +7.9171e-01 +6.4939e-01 +2.9857e-01 +8.9367e-01 +1.5560e-01 +2.5961e-01 +7.1812e-01 +1.8859e-01 +1.0072e-01 +3.2104e-01 +2.3775e-01 +4.9989e-01 +3.5659e-01 +1.3296e-01 +5.8448e-02
