% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.794502734e+00 +5.794502734e+00 +1.005794503e+03 +1.005794503e+03 +2.4760e-01 +5.0738e-02 +1.1595e-01 +7.7012e-01 +8.5328e-01 +5.1999e-01 +5.1088e-01 +1.7678e-01 +1.3504e-01 +2.0958e-01 +2.4793e-01 +2.4630e-01 +5.1585e-02 +6.0469e-01 +1.5090e-01 +6.0699e-01 +4.2845e-01 +1.2379e-01 +5.8582e-02 +8.6819e-01
2349 +3.724587908e+00 +3.724587908e+00 +1.003724588e+03 +1.003724588e+03 +1.8730e-01 +0.0000e+00 +5.0124e-01 +3.1834e-01 +5.3352e-01 +7.7721e-02 +4.6315e-01 +3.6653e-01 +1.7792e-01 +6.0624e-01 +3.2449e-01 +2.4085e-01 +2.2237e-01 +6.0864e-01 +4.9600e-01 +7.0943e-01 +4.1340e-01 +3.3402e-01 +4.7999e-01 +4.3646e-01
% function evaluation | noise-free fitness - Fopt (5.100000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.328568227e+01 +1.328568227e+01 +1.379568227e+01 +1.379568227e+01 +2.6661e-01 +2.4541e-02 +1.6465e-01 +6.5120e-01 +9.1410e-01 +7.8353e-01 +7.6819e-02 +4.3012e-01 +8.1559e-01 +6.1978e-01 +2.0762e-01 +1.1951e-01 +4.0440e-01 +1.6946e-01 +4.2379e-02 +7.4692e-01 +5.5950e-01 +9.7910e-01 +7.7483e-01 +5.5668e-01
3 +8.706795488e+00 +8.706795488e+00 +9.216795488e+00 +9.216795488e+00 +9.0490e-01 +8.6701e-01 +6.1167e-02 +1.9567e-01 +3.0346e-01 +1.7402e-01 +2.0408e-01 +9.9100e-02 +7.8930e-01 +1.3728e-01 +4.3190e-01 +4.4602e-01 +5.1018e-01 +1.3268e-01 +6.8444e-01 +4.8423e-01 +8.6776e-01 +8.4383e-01 +4.0585e-01 +5.9664e-01
149 +5.808373669e+00 +5.808373669e+00 +6.318373669e+00 +6.318373669e+00 +9.0155e-01 +4.2449e-01 +4.6557e-01 +3.8739e-02 +4.2151e-01 +8.7901e-01 +6.0787e-01 +1.0471e-02 +8.6336e-01 +3.8940e-02 +4.6802e-01 +6.0619e-01 +6.4970e-01 +3.6689e-02 +3.7045e-03 +4.6965e-01 +8.9078e-01 +5.4218e-01 +1.8187e-01 +1.0000e+00
2110 +3.568420067e+00 +3.568420067e+00 +4.078420067e+00 +4.078420067e+00 +7.9400e-01 +5.4193e-01 +4.5438e-01 +1.9917e-02 +4.7065e-01 +8.8976e-01 +6.9717e-01 +1.9108e-02 +8.2403e-01 +7.2563e-03 +4.0220e-01 +5.6685e-01 +7.1044e-01 +5.0296e-03 +3.7217e-03 +4.6526e-01 +9.7938e-01 +1.2915e-01 +1.9078e-01 +9.9980e-01
% function evaluation | noise-free fitness - Fopt (9.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.856611065e+00 +8.856611065e+00 +1.020366111e+02 +1.020366111e+02 +5.4928e-01 +9.0528e-02 +1.9321e-01 +8.9957e-01 +7.3146e-01 +5.8303e-01 +5.1173e-01 +5.8315e-01 +3.7012e-01 +6.2157e-01 +2.6314e-01 +1.2135e-01 +6.9132e-01 +5.7230e-01 +6.0773e-01 +7.0846e-01 +4.0986e-01 +8.7182e-01 +4.8159e-01 +6.0090e-01
170 +5.459836922e+00 +5.459836922e+00 +9.863983692e+01 +9.863983692e+01 +1.0000e+00 +1.0000e+00 +8.0115e-01 +4.5156e-01 +9.4587e-01 +9.5697e-01 +3.5582e-01 +2.0862e-01 +5.1612e-01 +1.9312e-02 +8.4411e-01 +7.8087e-02 +4.0965e-02 +1.3340e-01 +9.2612e-01 +1.0000e+00 +1.1644e-01 +5.3898e-02 +6.7096e-01 +9.1717e-01
1847 +3.679150101e+00 +3.679150101e+00 +9.685915010e+01 +9.685915010e+01 +1.0000e+00 +9.9994e-01 +9.4358e-01 +4.7090e-01 +9.5796e-01 +9.6688e-01 +4.8908e-01 +8.6741e-02 +5.3568e-01 +8.2984e-02 +9.7576e-01 +7.6706e-02 +3.3954e-02 +2.2865e-01 +9.6827e-01 +1.0000e+00 +3.2261e-01 +2.1565e-01 +7.1875e-01 +9.9886e-01
2807 +2.452858719e+00 +2.452858719e+00 +9.563285872e+01 +9.563285872e+01 +1.0000e+00 +9.9994e-01 +9.4463e-01 +4.6888e-01 +9.5809e-01 +9.6688e-01 +4.9140e-01 +9.1623e-02 +5.3567e-01 +8.7147e-02 +9.7656e-01 +7.7256e-02 +3.5470e-02 +2.3249e-01 +9.6829e-01 +1.0000e+00 +3.2260e-01 +2.1500e-01 +7.1337e-01 +9.9933e-01
3207 +1.569782867e+00 +1.569782867e+00 +9.474978287e+01 +9.474978287e+01 +1.0000e+00 +9.9993e-01 +9.4446e-01 +4.6915e-01 +9.5805e-01 +9.6688e-01 +4.9199e-01 +9.6339e-02 +5.3568e-01 +8.5995e-02 +9.7655e-01 +7.7018e-02 +3.5150e-02 +2.3271e-01 +9.6839e-01 +1.0000e+00 +3.2261e-01 +2.1725e-01 +7.1616e-01 +9.9940e-01
