% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
145 +2.471886004e+02 +2.471886004e+02 +4.315886004e+02 +4.315886004e+02 +6.7193e-01 +9.9562e-01 +8.1915e-01 +4.5513e-01 +6.0936e-01 +0.0000e+00 +5.3771e-01 +3.2242e-01 +0.0000e+00 +2.6321e-01 +0.0000e+00 +1.0000e+00 +1.2249e-02 +0.0000e+00 +2.9470e-01 +0.0000e+00 +6.4649e-02 +7.6950e-03 +0.0000e+00 +0.0000e+00
165 +1.510788402e+02 +1.510788402e+02 +3.354788402e+02 +3.354788402e+02 +5.5855e-01 +9.9442e-01 +3.3397e-01 +5.2474e-01 +6.3960e-01 +0.0000e+00 +6.7358e-01 +3.1337e-01 +0.0000e+00 +3.1327e-01 +0.0000e+00 +9.7466e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.5028e-02 +0.0000e+00 +1.8511e-02 +4.7701e-04 +5.0000e-01
416 +9.999236190e+01 +9.999236190e+01 +2.843923619e+02 +2.843923619e+02 +4.8485e-01 +8.2769e-01 +6.9015e-01 +1.7986e-01 +8.7042e-01 +3.8285e-02 +7.8383e-01 +5.0054e-01 +1.2904e-02 +2.7425e-01 +3.8946e-04 +6.2610e-01 +7.1468e-03 +3.1239e-02 +2.6679e-02 +1.1525e-01 +7.0442e-02 +2.5151e-03 +2.5308e-02 +8.0846e-01
% function evaluation | noise-free fitness - Fopt (2.277700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.415517927e+03 +1.415517927e+03 +1.643287927e+03 +1.643287927e+03 +5.0877e-01 +6.4396e-01 +7.4399e-01 +3.3708e-01 +8.6095e-01 +4.1677e-01 +6.1277e-01 +1.8180e-01 +3.3666e-01 +4.1734e-01 +6.9721e-01 +9.3246e-01 +6.2845e-01 +6.7158e-01 +1.0143e-01 +5.7552e-02 +2.0444e-01 +6.2368e-01 +8.9420e-01 +8.1905e-01
3 +8.118640525e+02 +8.118640525e+02 +1.039634053e+03 +1.039634053e+03 +4.5267e-01 +2.3963e-01 +1.3208e-01 +1.2926e-01 +7.9700e-01 +6.3898e-01 +3.0729e-03 +7.5864e-01 +7.2461e-01 +6.3811e-01 +4.9122e-01 +3.0291e-01 +7.6894e-01 +3.3795e-01 +4.9936e-01 +8.9120e-01 +9.9073e-01 +5.6037e-01 +1.8677e-01 +9.2258e-01
14 +5.157864781e+02 +5.157864781e+02 +7.435564781e+02 +7.435564781e+02 +8.4402e-01 +6.5072e-01 +1.2853e-01 +3.2019e-01 +3.7251e-01 +6.0042e-02 +5.1247e-01 +6.2501e-02 +2.7137e-02 +6.4244e-02 +4.0269e-01 +1.1161e-01 +5.4334e-01 +1.7999e-02 +3.7561e-01 +5.5510e-01 +2.2803e-01 +4.4743e-01 +9.4292e-01 +9.1472e-01
48 +3.147617010e+02 +3.147617010e+02 +5.425317010e+02 +5.425317010e+02 +1.2594e-01 +3.6302e-01 +0.0000e+00 +2.8331e-01 +1.6992e-01 +5.8374e-01 +0.0000e+00 +0.0000e+00 +6.7950e-02 +2.1290e-01 +3.7739e-01 +3.1565e-01 +1.8443e-01 +1.3010e-01 +0.0000e+00 +8.2223e-01 +5.2236e-01 +6.2827e-01 +2.0536e-01 +3.0616e-01
127 +2.432766065e+02 +2.432766065e+02 +4.710466065e+02 +4.710466065e+02 +2.6791e-01 +1.0116e-01 +1.8462e-02 +1.6355e-01 +1.4704e-01 +2.1879e-01 +0.0000e+00 +0.0000e+00 +9.2434e-02 +0.0000e+00 +4.1138e-01 +0.0000e+00 +4.3504e-01 +1.1215e-01 +2.0673e-01 +9.0914e-01 +9.7376e-01 +3.7294e-01 +7.2764e-02 +6.1039e-01
198 +1.577445567e+02 +1.577445567e+02 +3.855145567e+02 +3.855145567e+02 +0.0000e+00 +3.3385e-02 +0.0000e+00 +2.3937e-02 +0.0000e+00 +7.2189e-03 +2.2354e-01 +3.0766e-01 +2.8064e-05 +2.6806e-01 +6.1563e-01 +0.0000e+00 +5.2282e-01 +6.6557e-01 +1.9801e-01 +5.1694e-01 +5.5948e-01 +4.3298e-01 +0.0000e+00 +4.0178e-01
470 +9.306162825e+01 +9.306162825e+01 +3.208316283e+02 +3.208316283e+02 +2.0301e-01 +3.2546e-02 +7.9723e-03 +2.0544e-01 +4.1413e-01 +4.8588e-02 +1.5543e-01 +2.7885e-01 +0.0000e+00 +0.0000e+00 +3.2002e-01 +2.1721e-07 +4.9067e-01 +6.3239e-01 +4.7772e-01 +9.6737e-01 +2.1293e-01 +3.9073e-02 +4.0572e-01 +5.7724e-01
733 +5.948815310e+01 +5.948815310e+01 +2.872581531e+02 +2.872581531e+02 +1.2644e-01 +7.1191e-03 +0.0000e+00 +1.2382e-01 +5.6333e-01 +7.7379e-02 +0.0000e+00 +1.9542e-01 +1.2485e-03 +1.3824e-01 +3.7332e-01 +3.1351e-07 +2.4156e-01 +7.6690e-01 +2.8608e-01 +9.7873e-01 +3.1613e-01 +1.5553e-02 +2.7730e-01 +5.0183e-01
1998 +3.973359875e+01 +3.973359875e+01 +2.675035987e+02 +2.675035987e+02 +3.4737e-02 +5.6232e-03 +0.0000e+00 +1.8378e-01 +4.9065e-01 +1.3627e-01 +3.0115e-04 +3.3614e-01 +6.0964e-04 +2.1001e-02 +3.8196e-01 +0.0000e+00 +2.1531e-01 +7.1947e-01 +2.9488e-01 +9.9250e-01 +2.5321e-01 +1.9451e-05 +3.5068e-01 +5.3234e-01
% function evaluation | noise-free fitness - Fopt (9.640000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.328366108e+03 +1.328366108e+03 +1.424766108e+03 +1.424766108e+03 +6.3165e-01 +4.7177e-01 +9.2100e-01 +8.5828e-01 +6.8341e-01 +6.5957e-01 +8.8024e-01 +3.5210e-01 +4.8631e-01 +2.7785e-01 +1.3410e-01 +6.8244e-01 +3.8328e-01 +5.7894e-01 +6.9522e-01 +6.4541e-02 +3.3516e-01 +8.8765e-02 +8.0817e-02 +3.0239e-01
11 +8.269030482e+02 +8.269030482e+02 +9.233030482e+02 +9.233030482e+02 +9.9803e-02 +1.6636e-02 +2.1851e-01 +6.4294e-01 +3.1759e-01 +2.1469e-01 +5.7499e-01 +5.2330e-02 +1.6940e-01 +1.3598e-01 +3.6292e-01 +4.1582e-02 +3.9087e-01 +9.9085e-01 +8.6814e-01 +6.4912e-02 +1.4663e-01 +8.8620e-02 +5.5705e-01 +1.1564e-01
50 +5.548552192e+02 +5.548552192e+02 +6.512552192e+02 +6.512552192e+02 +7.1515e-01 +0.0000e+00 +4.5617e-01 +3.6654e-01 +1.3069e-01 +5.0156e-01 +2.8240e-01 +0.0000e+00 +0.0000e+00 +5.1888e-02 +6.9790e-01 +0.0000e+00 +6.3452e-01 +3.4580e-01 +1.0000e+00 +0.0000e+00 +4.7406e-02 +3.0511e-01 +5.0702e-01 +9.0555e-02
87 +3.324096440e+02 +3.324096440e+02 +4.288096440e+02 +4.288096440e+02 +1.6490e-01 +5.6200e-02 +5.2760e-01 +3.5899e-01 +2.2844e-02 +5.8704e-01 +0.0000e+00 +3.0655e-02 +0.0000e+00 +5.0000e-01 +6.8205e-01 +4.3610e-01 +3.4400e-02 +0.0000e+00 +5.6366e-01 +7.2213e-02 +0.0000e+00 +2.8411e-01 +1.3892e-01 +7.2153e-01
113 +2.429773148e+02 +2.429773148e+02 +3.393773148e+02 +3.393773148e+02 +7.6667e-01 +3.0470e-01 +4.8208e-01 +0.0000e+00 +1.2656e-01 +1.0000e+00 +2.1650e-01 +2.1914e-01 +0.0000e+00 +3.8759e-01 +2.4137e-01 +2.0689e-02 +0.0000e+00 +0.0000e+00 +4.2597e-01 +2.2485e-02 +0.0000e+00 +1.0876e-01 +0.0000e+00 +6.6070e-01
372 +1.528850396e+02 +1.528850396e+02 +2.492850396e+02 +2.492850396e+02 +2.0673e-01 +0.0000e+00 +6.3755e-02 +1.7186e-01 +4.2760e-02 +0.0000e+00 +2.2180e-01 +8.4430e-03 +0.0000e+00 +1.6207e-01 +0.0000e+00 +9.0372e-03 +2.1909e-03 +2.5043e-01 +2.2143e-01 +0.0000e+00 +2.0997e-01 +3.1691e-02 +2.1715e-02 +0.0000e+00
4352 +9.951264936e+01 +9.951264936e+01 +1.959126494e+02 +1.959126494e+02 +4.1195e-05 +1.8798e-01 +1.5928e-01 +1.6664e-01 +5.6943e-01 +1.1858e-07 +1.7110e-05 +4.1708e-06 +3.1227e-05 +1.7672e-01 +0.0000e+00 +3.1393e-01 +1.5575e-01 +8.6170e-02 +2.1127e-01 +5.1822e-03 +8.3288e-05 +4.3606e-02 +2.8710e-01 +3.0351e-01
% function evaluation | noise-free fitness - Fopt (-9.045000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.491718480e+03 +1.491718480e+03 +1.401268480e+03 +1.401268480e+03 +5.7806e-01 +9.8412e-01 +1.1183e-01 +3.0958e-01 +7.9666e-01 +7.0397e-01 +1.2576e-01 +9.7244e-01 +7.5777e-01 +2.4994e-01 +6.1264e-01 +3.6880e-01 +4.6172e-01 +8.0845e-01 +1.6935e-01 +5.7760e-01 +2.4200e-01 +8.9544e-01 +2.6682e-01 +5.6458e-01
3 +5.265879272e+02 +5.265879272e+02 +4.361379272e+02 +4.361379272e+02 +1.2799e-01 +2.5693e-01 +4.6244e-01 +7.5285e-01 +1.8863e-01 +2.3934e-01 +1.2888e-02 +6.2961e-01 +4.8837e-02 +9.0699e-01 +3.5657e-01 +8.0256e-01 +2.3054e-01 +1.1472e-01 +6.2481e-01 +3.0888e-01 +5.4798e-01 +3.5348e-01 +6.5262e-01 +2.1093e-01
17 +3.784035358e+02 +3.784035358e+02 +2.879535358e+02 +2.879535358e+02 +7.4400e-01 +1.3075e-01 +1.1031e-01 +7.6026e-01 +9.3373e-02 +6.5351e-01 +4.1070e-01 +3.4602e-01 +3.1111e-01 +8.2861e-01 +5.0317e-01 +8.9276e-01 +5.7253e-01 +4.2526e-01 +3.1385e-01 +6.1928e-02 +6.2427e-01 +1.1739e-01 +9.1913e-01 +1.0370e-02
95 +2.340345916e+02 +2.340345916e+02 +1.435845916e+02 +1.435845916e+02 +2.0033e-01 +1.3649e-01 +4.9944e-02 +2.1625e-01 +2.3010e-01 +4.8108e-01 +7.5450e-01 +4.9953e-02 +3.6180e-01 +3.7553e-01 +4.4362e-01 +2.2884e-01 +0.0000e+00 +1.9734e-01 +1.2233e-01 +2.0318e-03 +0.0000e+00 +3.7351e-02 +8.0389e-02 +1.7523e-02
170 +1.506443182e+02 +1.506443182e+02 +6.019431820e+01 +6.019431820e+01 +5.1205e-01 +1.6433e-02 +2.5932e-01 +5.6532e-02 +1.4395e-01 +5.0800e-01 +2.9030e-01 +4.0985e-02 +6.2709e-01 +2.0118e-01 +2.6861e-01 +2.1187e-01 +5.5596e-04 +1.8377e-01 +6.1135e-01 +1.6715e-02 +3.9389e-01 +3.1245e-01 +7.8822e-01 +4.5610e-01
486 +9.901515899e+01 +9.901515899e+01 +8.565158988e+00 +8.565158988e+00 +1.1734e-01 +1.0782e-02 +4.8644e-01 +1.2574e-01 +0.0000e+00 +2.7008e-01 +7.0843e-02 +1.1525e-01 +4.2344e-01 +1.6690e-01 +1.6775e-01 +1.3293e-01 +4.4045e-02 +0.0000e+00 +5.2521e-01 +2.1568e-02 +2.0071e-01 +3.4613e-01 +9.1384e-01 +4.0090e-01
% function evaluation | noise-free fitness - Fopt (3.995000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.054738773e+03 +1.054738773e+03 +1.094688773e+03 +1.094688773e+03 +1.1617e-01 +2.1893e-01 +7.2343e-01 +3.6654e-01 +5.8325e-02 +8.9470e-02 +4.4343e-01 +4.8209e-01 +6.5967e-01 +9.5740e-01 +5.1186e-02 +4.2807e-01 +6.2693e-01 +8.9177e-01 +4.7530e-01 +3.4612e-01 +4.3464e-01 +9.7888e-01 +4.3905e-01 +3.7566e-02
11 +5.994067634e+02 +5.994067634e+02 +6.393567634e+02 +6.393567634e+02 +3.9393e-01 +8.9056e-01 +6.9423e-01 +7.6144e-01 +2.5607e-01 +1.6568e-01 +5.0978e-01 +5.9200e-01 +9.2546e-01 +4.8676e-01 +7.9994e-02 +4.7070e-01 +2.0497e-01 +6.6130e-01 +1.2515e-01 +9.0931e-01 +2.7639e-01 +2.2026e-01 +2.4833e-01 +8.1245e-01
125 +3.399945719e+02 +3.399945719e+02 +3.799445719e+02 +3.799445719e+02 +6.1921e-02 +1.7378e-01 +7.0145e-01 +2.8013e-01 +1.6731e-01 +1.7089e-01 +2.9522e-01 +6.6135e-01 +4.8257e-01 +4.2874e-01 +3.3080e-01 +6.6845e-02 +6.2897e-01 +2.5599e-01 +8.2503e-01 +7.1740e-01 +1.1256e-01 +2.6678e-01 +2.3154e-01 +2.7324e-01
181 +2.267100710e+02 +2.267100710e+02 +2.666600710e+02 +2.666600710e+02 +0.0000e+00 +1.9045e-01 +5.0000e-01 +1.4994e-01 +7.9834e-02 +2.9667e-01 +4.0480e-01 +7.5988e-02 +5.4194e-01 +5.9241e-01 +2.2985e-01 +3.9424e-02 +1.4096e-01 +9.8432e-02 +6.4346e-01 +8.8656e-01 +3.0338e-01 +5.6952e-02 +7.8507e-02 +1.0464e-01
340 +1.457447432e+02 +1.457447432e+02 +1.856947432e+02 +1.856947432e+02 +9.8690e-02 +3.7398e-01 +2.7796e-01 +1.3048e-02 +1.4760e-01 +1.6196e-01 +4.7077e-01 +1.4091e-01 +3.1435e-01 +5.9510e-02 +5.0243e-02 +3.1816e-02 +5.1787e-02 +1.1329e-01 +2.4372e-01 +3.5872e-01 +1.5431e-03 +0.0000e+00 +8.3406e-02 +1.2907e-01
2028 +9.939307510e+01 +9.939307510e+01 +1.393430751e+02 +1.393430751e+02 +3.5443e-01 +1.2479e-01 +2.5589e-03 +1.9404e-01 +0.0000e+00 +3.8525e-02 +7.3754e-02 +7.6671e-02 +2.3849e-01 +0.0000e+00 +3.0594e-02 +3.2038e-02 +1.6651e-04 +2.6849e-01 +1.5250e-04 +5.0578e-01 +1.8808e-01 +8.6192e-02 +3.6655e-01 +2.0487e-01
% function evaluation | noise-free fitness - Fopt (7.762000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.214885348e+03 +1.214885348e+03 +1.292505348e+03 +1.292505348e+03 +8.5886e-01 +1.6931e-01 +1.4129e-01 +1.3552e-03 +5.9585e-01 +9.6677e-02 +1.8083e-01 +2.4007e-01 +3.4509e-01 +5.1997e-02 +2.5684e-01 +6.0338e-01 +2.8024e-01 +3.0938e-02 +8.5409e-01 +7.8978e-01 +7.8294e-01 +1.0612e-01 +6.5653e-01 +1.2619e-01
8 +6.939389770e+02 +6.939389770e+02 +7.715589770e+02 +7.715589770e+02 +3.2599e-01 +5.8672e-01 +2.4469e-01 +6.3358e-01 +4.6679e-01 +2.6170e-01 +4.5842e-01 +2.6719e-01 +5.4077e-01 +9.1197e-01 +3.4063e-01 +3.4411e-01 +6.0091e-01 +1.8829e-01 +9.2507e-02 +7.9017e-01 +3.5469e-01 +1.1551e-02 +1.5820e-02 +4.1879e-02
68 +6.060246533e+02 +6.060246533e+02 +6.836446533e+02 +6.836446533e+02 +6.8334e-02 +9.8596e-01 +5.8688e-01 +2.6763e-01 +7.7658e-02 +0.0000e+00 +7.9333e-01 +6.9400e-01 +1.1086e-04 +5.3766e-01 +1.9076e-01 +4.4075e-02 +7.4281e-01 +0.0000e+00 +0.0000e+00 +8.7850e-01 +1.0784e-01 +3.8643e-02 +0.0000e+00 +2.0864e-02
126 +3.450526477e+02 +3.450526477e+02 +4.226726477e+02 +4.226726477e+02 +1.0000e+00 +0.0000e+00 +1.0000e+00 +5.0000e-01 +2.9913e-01 +2.3835e-01 +8.3949e-02 +0.0000e+00 +0.0000e+00 +5.0000e-01 +2.7778e-01 +1.8048e-01 +5.5872e-01 +1.7693e-02 +2.5233e-02 +1.7540e-01 +3.3838e-01 +1.7917e-01 +1.3991e-01 +4.1010e-02
192 +2.347955399e+02 +2.347955399e+02 +3.124155399e+02 +3.124155399e+02 +3.0450e-01 +0.0000e+00 +9.7596e-01 +6.2812e-02 +1.4125e-01 +2.1147e-01 +2.3528e-01 +0.0000e+00 +6.7290e-02 +5.2607e-01 +8.7238e-02 +1.4011e-02 +2.6283e-01 +2.5616e-02 +3.8808e-02 +1.5340e-01 +5.0085e-01 +6.6273e-02 +0.0000e+00 +0.0000e+00
275 +1.565573309e+02 +1.565573309e+02 +2.341773309e+02 +2.341773309e+02 +0.0000e+00 +0.0000e+00 +4.1205e-01 +0.0000e+00 +0.0000e+00 +1.8880e-01 +2.4582e-02 +0.0000e+00 +2.5691e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.5324e-01 +1.1634e-03 +0.0000e+00 +4.4901e-02 +1.3926e-02 +2.5056e-01 +2.9892e-03 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.092400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.072053726e+03 +2.072053726e+03 +1.962813726e+03 +1.962813726e+03 +3.3902e-01 +9.6326e-01 +8.2887e-01 +6.6532e-01 +1.8857e-01 +7.1302e-01 +7.9466e-01 +4.4517e-01 +1.0095e-02 +7.4870e-01 +4.3347e-01 +7.0935e-01 +9.8707e-01 +9.1370e-01 +8.1515e-01 +6.9362e-02 +6.9889e-01 +7.0957e-01 +3.2590e-01 +1.6994e-01
2 +1.271754159e+03 +1.271754159e+03 +1.162514159e+03 +1.162514159e+03 +1.0128e-01 +9.1436e-01 +5.3007e-01 +8.2292e-03 +1.2760e-01 +6.7479e-01 +6.2785e-01 +9.0921e-02 +9.9128e-01 +2.3318e-01 +2.1559e-01 +1.0901e-01 +4.0477e-02 +2.4252e-01 +1.0956e-01 +5.1983e-01 +8.4039e-01 +4.4171e-01 +9.0720e-01 +1.5511e-01
7 +7.587016917e+02 +7.587016917e+02 +6.494616917e+02 +6.494616917e+02 +3.0815e-02 +2.4021e-01 +6.3274e-03 +5.7433e-01 +1.6951e-01 +1.5949e-01 +2.2836e-01 +4.6856e-01 +9.8804e-01 +9.4851e-01 +2.5753e-01 +5.2868e-01 +3.7683e-01 +5.7743e-01 +9.9276e-03 +5.3257e-01 +7.2329e-01 +2.3468e-01 +9.1863e-01 +8.1371e-02
67 +6.011600298e+02 +6.011600298e+02 +4.919200298e+02 +4.919200298e+02 +2.4101e-02 +1.0000e+00 +0.0000e+00 +4.1260e-01 +3.9291e-01 +1.6167e-01 +2.7884e-01 +2.5494e-01 +7.5320e-01 +7.9650e-03 +3.8243e-01 +5.5416e-01 +4.9763e-01 +7.2629e-01 +5.1298e-01 +4.3777e-01 +4.5571e-01 +6.5374e-01 +7.2878e-01 +1.0000e+00
122 +3.901679356e+02 +3.901679356e+02 +2.809279356e+02 +2.809279356e+02 +4.1291e-02 +1.0000e+00 +2.8376e-01 +9.9923e-01 +0.0000e+00 +0.0000e+00 +4.6652e-01 +1.0000e+00 +5.7307e-01 +6.4200e-02 +3.1443e-01 +6.2743e-01 +8.0141e-01 +2.2184e-01 +0.0000e+00 +1.1438e-01 +0.0000e+00 +1.8360e-03 +0.0000e+00 +1.0000e+00
192 +2.483881727e+02 +2.483881727e+02 +1.391481727e+02 +1.391481727e+02 +1.9238e-01 +4.5272e-01 +1.4177e-01 +2.5791e-02 +2.3105e-01 +0.0000e+00 +2.3320e-02 +9.4879e-02 +2.7188e-02 +6.4809e-02 +3.3340e-01 +1.7943e-01 +1.0000e+00 +5.4894e-01 +3.7757e-02 +5.7310e-03 +1.2002e-01 +0.0000e+00 +0.0000e+00 +7.1212e-01
480 +1.526434582e+02 +1.526434582e+02 +4.340345818e+01 +4.340345818e+01 +1.9006e-02 +4.5329e-01 +1.2586e-01 +1.0955e-02 +1.0717e-01 +3.8529e-03 +2.0019e-01 +0.0000e+00 +0.0000e+00 +2.8192e-02 +7.5408e-02 +1.8726e-02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.5893e-01 +1.4146e-03 +0.0000e+00 +0.0000e+00
