% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.107535479e+07 +3.107535479e+07 +3.107533273e+07 +3.107533273e+07 +5.1964e-01 +6.0835e-03 +4.0696e-01 +4.7215e-01 +5.8793e-01 +9.5103e-01 +2.0433e-01 +1.9017e-01 +6.8780e-01 +5.8753e-02 +8.7995e-01 +5.8225e-01 +8.5945e-01 +9.4663e-01 +7.6197e-01 +8.1884e-01 +6.0242e-01 +5.6330e-01 +9.7085e-02 +1.9411e-01
40 +2.407136551e+07 +2.407136551e+07 +2.407134345e+07 +2.407134345e+07 +2.1765e-01 +2.1529e-01 +0.0000e+00 +1.3085e-01 +4.6117e-01 +2.8589e-01 +6.1704e-01 +8.1085e-01 +7.8290e-01 +3.1532e-01 +1.7685e-01 +3.1763e-01 +8.4269e-01 +6.7440e-01 +7.2930e-01 +1.8650e-01 +0.0000e+00 +0.0000e+00 +9.8039e-02 +7.5886e-01
% function evaluation | noise-free fitness - Fopt (1.632800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.195558083e+06 +8.195558083e+06 +8.195721363e+06 +8.195721363e+06 +1.9811e-01 +2.8113e-01 +7.4760e-01 +6.1658e-01 +4.0969e-01 +3.4662e-01 +4.0709e-01 +4.3459e-01 +4.9071e-01 +4.7031e-01 +5.0644e-01 +2.0290e-01 +7.3985e-01 +8.5840e-02 +8.8661e-01 +2.7709e-01 +3.5200e-01 +4.1477e-01 +8.5705e-01 +6.7654e-01
4 +5.554753553e+06 +5.554753553e+06 +5.554916833e+06 +5.554916833e+06 +5.9931e-01 +9.8415e-01 +4.0832e-01 +1.6656e-01 +2.7211e-01 +5.2071e-01 +3.2311e-01 +9.8536e-01 +7.1836e-01 +7.8869e-01 +4.1224e-01 +2.2558e-01 +5.6534e-03 +3.9970e-02 +6.1861e-01 +5.1835e-01 +4.0432e-01 +8.7859e-01 +1.8395e-02 +4.7363e-01
65 +3.842660870e+06 +3.842660870e+06 +3.842824150e+06 +3.842824150e+06 +0.0000e+00 +9.2074e-01 +1.0000e+00 +0.0000e+00 +7.7357e-01 +9.2672e-01 +6.3967e-04 +9.0381e-01 +0.0000e+00 +8.0800e-01 +3.1512e-01 +3.2008e-01 +3.3995e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +6.4173e-01 +9.0124e-01 +0.0000e+00 +2.2922e-01
326 +2.500893502e+06 +2.500893502e+06 +2.501056782e+06 +2.501056782e+06 +1.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +9.9030e-01 +9.8001e-01 +3.7052e-03 +8.9032e-01 +6.8299e-01 +1.0000e+00 +0.0000e+00 +3.0654e-04 +1.0000e+00 +0.0000e+00 +9.9859e-01 +0.0000e+00 +9.9993e-01 +1.0000e+00 +0.0000e+00 +5.2142e-02
% function evaluation | noise-free fitness - Fopt (3.349000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.038501699e+06 +7.038501699e+06 +7.038535189e+06 +7.038535189e+06 +7.2941e-01 +7.7763e-01 +8.1541e-01 +8.0785e-01 +5.8061e-01 +6.0821e-01 +5.2628e-01 +9.2789e-01 +7.9739e-02 +9.2459e-01 +8.0618e-01 +8.6278e-01 +1.5009e-01 +7.1418e-01 +9.6589e-01 +6.5349e-01 +4.4129e-01 +2.9652e-01 +7.7825e-01 +3.5044e-01
3 +2.173807964e+06 +2.173807964e+06 +2.173841454e+06 +2.173841454e+06 +9.0126e-01 +4.5575e-01 +3.9210e-01 +7.5588e-01 +5.3592e-02 +3.0235e-01 +1.1140e-01 +1.4531e-01 +5.5308e-02 +6.9370e-01 +5.5526e-01 +7.3349e-01 +8.4716e-01 +1.3452e-01 +5.6421e-01 +4.7228e-01 +4.4996e-01 +1.0128e-02 +7.5638e-01 +7.4897e-02
102 +1.216954971e+06 +1.216954971e+06 +1.216988461e+06 +1.216988461e+06 +9.9856e-01 +4.9711e-02 +1.8886e-01 +7.6563e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.2189e-01 +0.0000e+00 +8.6351e-01 +1.0000e+00 +1.0000e+00 +0.0000e+00 +8.7174e-01 +8.2983e-01 +0.0000e+00 +3.3887e-02 +2.7386e-02 +0.0000e+00
122 +9.976260699e+05 +9.976260699e+05 +9.976595599e+05 +9.976595599e+05 +1.0000e+00 +0.0000e+00 +2.3531e-01 +6.7215e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.3374e-01 +0.0000e+00 +8.8033e-01 +1.0000e+00 +1.0000e+00 +1.2261e-02 +9.8798e-01 +7.7665e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
181 +6.135751504e+05 +6.135751504e+05 +6.136086404e+05 +6.136086404e+05 +9.9726e-01 +3.5782e-03 +7.7740e-02 +2.2220e-01 +3.8471e-03 +3.2049e-02 +0.0000e+00 +4.4452e-02 +9.6359e-01 +1.6283e-03 +8.8493e-01 +1.0000e+00 +1.0000e+00 +7.2461e-03 +1.0000e+00 +2.3089e-01 +3.1423e-02 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-3.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.711252285e+05 +2.711252285e+05 +2.711215285e+05 +2.711215285e+05 +7.4240e-01 +9.9254e-01 +4.2326e-01 +1.7136e-01 +5.0570e-01 +6.5688e-01 +2.0482e-01 +8.1489e-01 +3.1051e-01 +2.6290e-01 +2.8952e-01 +5.3742e-01 +8.8780e-01 +1.4486e-01 +5.7846e-01 +7.1797e-01 +4.8945e-01 +5.7520e-01 +6.4593e-01 +6.9461e-01
2 +6.116227216e+02 +6.116227216e+02 +6.079227216e+02 +6.079227216e+02 +2.6623e-01 +9.9665e-02 +6.8220e-01 +5.6393e-01 +3.9950e-01 +8.6997e-01 +1.4596e-01 +9.5362e-01 +3.2966e-02 +9.4980e-01 +3.3596e-01 +2.9787e-01 +3.5320e-01 +2.0521e-01 +4.0101e-01 +4.2520e-02 +6.3700e-01 +3.6901e-01 +4.0615e-01 +9.6817e-01
49 +9.608692052e+01 +9.608692052e+01 +9.238692052e+01 +9.238692052e+01 +8.8502e-01 +1.6955e-01 +4.7553e-01 +4.4575e-01 +4.6089e-01 +6.8074e-02 +7.4129e-01 +3.6937e-01 +2.7068e-01 +5.8587e-01 +5.0513e-01 +8.2160e-02 +0.0000e+00 +3.6191e-01 +9.5944e-01 +2.1986e-01 +4.2696e-01 +5.7813e-03 +3.1763e-01 +2.3004e-01
% function evaluation | noise-free fitness - Fopt (-9.967700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.031870508e+07 +1.031870508e+07 +1.031770831e+07 +1.031770831e+07 +2.4791e-01 +8.0459e-01 +9.3949e-01 +7.3736e-01 +4.5777e-01 +6.1591e-01 +8.0581e-01 +8.4229e-01 +5.3921e-01 +9.4511e-01 +1.2482e-01 +4.6139e-01 +2.0612e-01 +6.9565e-01 +8.1296e-01 +6.4629e-01 +9.4221e-01 +4.4529e-01 +8.3880e-01 +2.7356e-01
2 +5.563365368e+06 +5.563365368e+06 +5.562368598e+06 +5.562368598e+06 +2.5923e-01 +3.7578e-01 +5.6475e-01 +3.9985e-01 +5.3410e-01 +2.4951e-01 +9.0415e-01 +6.2637e-01 +6.0234e-02 +8.6482e-01 +7.3155e-01 +2.4406e-01 +1.8195e-01 +2.9736e-01 +4.6938e-01 +3.0776e-01 +9.6552e-02 +2.6283e-01 +1.5002e-01 +1.7974e-01
46 +3.916849835e+06 +3.916849835e+06 +3.915853065e+06 +3.915853065e+06 +1.9035e-01 +1.8182e-01 +2.9035e-01 +8.3543e-01 +0.0000e+00 +2.7452e-01 +1.0000e+00 +2.1708e-01 +0.0000e+00 +1.0000e+00 +1.0000e+00 +9.3121e-01 +0.0000e+00 +0.0000e+00 +9.8248e-02 +0.0000e+00 +4.5952e-01 +2.5531e-01 +0.0000e+00 +0.0000e+00
245 +2.488879767e+06 +2.488879767e+06 +2.487882997e+06 +2.487882997e+06 +0.0000e+00 +7.3338e-02 +8.8214e-01 +1.0000e+00 +1.3836e-03 +5.4468e-01 +1.0000e+00 +1.0000e+00 +0.0000e+00 +9.9886e-01 +1.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1338e-01 +5.4662e-02 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (4.500000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.604762117e+06 +8.604762117e+06 +8.604807117e+06 +8.604807117e+06 +3.9396e-01 +7.6374e-01 +2.0429e-01 +9.5568e-01 +8.1168e-02 +2.0098e-01 +1.8206e-01 +1.8671e-02 +9.2150e-01 +7.9273e-01 +1.8456e-02 +9.9197e-01 +5.9249e-01 +7.8281e-01 +8.8723e-01 +5.9426e-01 +5.1748e-01 +4.5300e-01 +4.8487e-01 +6.8608e-01
30 +6.161741217e+06 +6.161741217e+06 +6.161786217e+06 +6.161786217e+06 +7.0389e-01 +1.0000e+00 +8.0473e-01 +8.4261e-01 +7.0220e-01 +4.8116e-01 +6.7292e-01 +4.3348e-03 +1.0000e+00 +7.9254e-01 +7.1251e-02 +6.6021e-01 +5.0138e-01 +8.4620e-02 +6.0084e-01 +5.3634e-01 +3.9130e-01 +3.4499e-01 +9.6104e-01 +6.3761e-01
206 +3.768146141e+06 +3.768146141e+06 +3.768191141e+06 +3.768191141e+06 +5.3505e-01 +9.9164e-01 +1.0000e+00 +9.9978e-01 +2.3696e-02 +8.3170e-01 +8.5283e-01 +0.0000e+00 +9.9951e-01 +9.2121e-01 +0.0000e+00 +1.0000e+00 +9.8312e-01 +0.0000e+00 +9.9688e-01 +0.0000e+00 +9.0385e-01 +0.0000e+00 +9.8896e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.131000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.788998840e+07 +1.788998840e+07 +1.789020150e+07 +1.789020150e+07 +8.3442e-01 +6.5821e-01 +3.7096e-01 +3.6431e-01 +7.3206e-02 +5.0905e-01 +9.6874e-01 +1.1342e-01 +9.4826e-01 +1.7069e-01 +6.1878e-02 +7.7122e-01 +8.4095e-01 +1.5797e-01 +1.8298e-01 +3.1050e-03 +2.2895e-01 +6.1137e-02 +2.5756e-01 +5.5244e-01
43 +1.553877688e+07 +1.553877688e+07 +1.553898998e+07 +1.553898998e+07 +6.2137e-01 +2.5902e-01 +5.8461e-01 +4.2575e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +7.6832e-01 +5.1674e-01 +1.8883e-01 +5.2447e-02 +1.7186e-02 +6.3541e-01 +3.2981e-01 +3.7863e-01 +7.2028e-01
227 +9.984844120e+06 +9.984844120e+06 +9.985057220e+06 +9.985057220e+06 +9.8806e-01 +7.7941e-02 +1.4136e-01 +9.6534e-03 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +7.5663e-03 +1.0000e+00 +0.0000e+00 +1.6830e-02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00
