% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1685 +9.814668249e+00 +9.814668249e+00 +1.490446682e+02 +1.490446682e+02 +5.2791e-01 +3.0918e-03 +3.8930e-02 +6.6224e-01 +8.4129e-01 +9.7397e-01 +3.3254e-01 +8.7690e-01 +8.8046e-01 +6.4529e-02 +8.3530e-04 +3.8000e-01 +6.9429e-01 +4.3794e-01 +2.8546e-02 +3.1627e-01 +7.9255e-01 +7.9587e-04 +3.3798e-01 +9.9225e-01
% function evaluation | noise-free fitness - Fopt (-1.838000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.067814946e+02 +1.067814946e+02 +8.840149462e+01 +8.840149462e+01 +6.9205e-01 +6.7724e-01 +7.8274e-01 +9.7150e-01 +8.0571e-01 +5.3009e-01 +2.0475e-01 +5.5053e-01 +5.9307e-01 +8.7234e-01 +3.5593e-01 +6.6508e-01 +8.2562e-01 +1.9831e-01 +6.0958e-01 +3.7458e-01 +9.9738e-03 +9.0224e-01 +2.7775e-01 +8.6031e-01
2 +8.371247221e+01 +8.371247221e+01 +6.533247221e+01 +6.533247221e+01 +3.9147e-02 +2.3811e-01 +6.2407e-01 +5.0023e-01 +1.6420e-01 +8.5203e-01 +3.7763e-01 +1.7071e-01 +5.3731e-01 +6.3534e-01 +3.3193e-01 +5.9292e-01 +1.8839e-01 +8.9020e-01 +9.7814e-01 +2.6951e-01 +2.9838e-02 +5.5772e-01 +4.5054e-01 +9.5698e-01
3 +5.208981341e+01 +5.208981341e+01 +3.370981341e+01 +3.370981341e+01 +7.3414e-01 +6.8032e-01 +9.5340e-01 +2.9468e-01 +6.0233e-01 +4.1061e-02 +9.2690e-01 +1.6939e-02 +9.8311e-03 +4.5423e-01 +3.2963e-01 +6.6648e-01 +8.6362e-01 +4.7561e-01 +8.6519e-01 +9.6664e-01 +1.8952e-01 +1.0124e-02 +1.4605e-01 +8.6163e-01
44 +3.893142721e+01 +3.893142721e+01 +2.055142721e+01 +2.055142721e+01 +3.4287e-01 +1.0000e+00 +1.0000e+00 +3.2217e-01 +6.8980e-01 +0.0000e+00 +5.7597e-01 +5.8615e-03 +6.0867e-03 +1.0000e+00 +2.8630e-01 +3.2890e-01 +3.7160e-01 +4.0875e-01 +8.4742e-01 +7.8728e-01 +6.6891e-01 +0.0000e+00 +3.7943e-01 +9.4752e-01
164 +2.299028709e+01 +2.299028709e+01 +4.610287090e+00 +4.610287090e+00 +4.9832e-01 +1.0000e+00 +8.6431e-01 +8.6060e-02 +9.7412e-01 +0.0000e+00 +2.3277e-01 +2.1121e-01 +3.9747e-02 +1.0000e+00 +7.9791e-01 +0.0000e+00 +1.4212e-01 +4.8337e-01 +0.0000e+00 +4.8284e-01 +1.0000e+00 +0.0000e+00 +5.5369e-01 +9.5226e-01
367 +1.536540868e+01 +1.536540868e+01 -3.014591316e+00 -3.014591316e+00 +5.4507e-01 +1.0000e+00 +5.0538e-01 +1.1572e-02 +9.7879e-01 +0.0000e+00 +1.2285e-01 +8.2458e-02 +3.2302e-02 +1.0000e+00 +9.6163e-01 +0.0000e+00 +1.7004e-01 +8.3360e-01 +3.2864e-01 +5.4537e-01 +1.0000e+00 +0.0000e+00 +5.7771e-01 +9.4728e-01
827 +9.885409484e+00 +9.885409484e+00 -8.494590516e+00 -8.494590516e+00 +5.4737e-01 +1.0000e+00 +6.0899e-01 +0.0000e+00 +9.7343e-01 +0.0000e+00 +2.2243e-01 +9.1692e-02 +5.3847e-02 +1.0000e+00 +9.5415e-01 +0.0000e+00 +1.5730e-01 +9.5192e-01 +4.3660e-01 +4.2205e-01 +1.0000e+00 +5.5639e-03 +4.7986e-01 +9.4922e-01
% function evaluation | noise-free fitness - Fopt (-3.928400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.771860080e+01 +6.771860080e+01 -3.251213992e+02 -3.251213992e+02 +7.2683e-01 +1.6782e-01 +6.9462e-01 +8.4739e-01 +1.1341e-01 +3.5682e-01 +8.1432e-01 +2.7518e-01 +1.0185e-01 +6.1053e-01 +4.0705e-02 +3.1302e-01 +1.3319e-01 +8.3150e-01 +1.0992e-01 +9.4944e-01 +7.8259e-01 +8.1652e-01 +3.7744e-01 +8.0471e-01
2 +6.307751826e+01 +6.307751826e+01 -3.297624817e+02 -3.297624817e+02 +6.6997e-01 +7.3382e-01 +2.6822e-01 +2.1505e-02 +1.5297e-01 +3.5774e-01 +3.2127e-01 +2.6912e-01 +8.9982e-01 +2.3286e-01 +8.4846e-01 +8.6796e-01 +5.5261e-01 +3.9179e-01 +7.2460e-01 +9.5467e-01 +7.7228e-01 +1.1891e-01 +2.6354e-01 +5.3291e-01
61 +3.905083912e+01 +3.905083912e+01 -3.537891609e+02 -3.537891609e+02 +7.7547e-01 +4.8338e-01 +1.3887e-02 +7.9822e-01 +1.6303e-02 +1.0000e+00 +3.0940e-01 +1.9326e-01 +3.5181e-01 +0.0000e+00 +3.8450e-01 +7.6998e-01 +1.0000e+00 +9.1710e-01 +0.0000e+00 +1.2155e-01 +1.0000e+00 +4.3245e-01 +1.0000e+00 +2.8980e-01
356 +2.462083255e+01 +2.462083255e+01 -3.682191675e+02 -3.682191675e+02 +4.8825e-01 +1.0000e+00 +2.6241e-01 +0.0000e+00 +7.9952e-03 +1.0000e+00 +0.0000e+00 +0.0000e+00 +5.9306e-01 +0.0000e+00 +0.0000e+00 +4.4193e-01 +1.0000e+00 +1.0000e+00 +2.8619e-01 +0.0000e+00 +9.6271e-01 +0.0000e+00 +7.1518e-01 +3.3580e-01
740 +1.573460328e+01 +1.573460328e+01 -3.771053967e+02 -3.771053967e+02 +0.0000e+00 +3.5710e-01 +3.1915e-02 +1.7187e-02 +1.8833e-01 +1.0000e+00 +5.9048e-01 +2.6180e-03 +3.1091e-01 +2.0479e-01 +0.0000e+00 +8.4239e-01 +5.7765e-01 +1.0000e+00 +2.5290e-03 +8.4876e-02 +1.0000e+00 +5.7852e-03 +8.9161e-01 +2.5090e-02
2102 +9.966164805e+00 +9.966164805e+00 -3.828738352e+02 -3.828738352e+02 +3.3687e-02 +4.2123e-01 +1.9167e-02 +3.0654e-03 +1.7341e-01 +9.9649e-01 +5.8965e-01 +2.8536e-02 +8.8935e-02 +0.0000e+00 +7.7363e-02 +7.9058e-01 +4.4269e-01 +1.0000e+00 +7.0208e-03 +5.8661e-02 +9.5446e-01 +1.8377e-03 +9.5604e-01 +6.0698e-03
% function evaluation | noise-free fitness - Fopt (2.292200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.617281275e+01 +8.617281275e+01 +3.153928128e+02 +3.153928128e+02 +5.5592e-01 +6.3596e-01 +3.4005e-01 +8.6256e-01 +4.2484e-01 +9.4260e-01 +9.4571e-02 +8.3359e-01 +4.8654e-01 +1.4936e-01 +7.2653e-01 +6.3803e-01 +3.5676e-01 +2.8100e-01 +7.6350e-01 +7.1844e-01 +8.7029e-01 +1.6353e-01 +9.1503e-01 +1.8746e-01
21 +4.583496623e+01 +4.583496623e+01 +2.750549662e+02 +2.750549662e+02 +5.5919e-02 +7.8229e-01 +6.2982e-01 +3.9391e-01 +1.6287e-01 +4.4260e-01 +7.0136e-02 +9.1683e-01 +2.7685e-01 +3.5873e-01 +2.2653e-01 +1.8799e-01 +3.1772e-02 +7.4612e-01 +2.9827e-01 +7.8064e-01 +6.0892e-01 +6.6353e-01 +1.0000e+00 +1.4582e-01
64 +3.953640672e+01 +3.953640672e+01 +2.687564067e+02 +2.687564067e+02 +3.6318e-01 +1.0000e+00 +1.0000e+00 +3.3761e-01 +3.7361e-01 +0.0000e+00 +6.0651e-01 +9.8274e-01 +0.0000e+00 +0.0000e+00 +2.0292e-01 +7.3004e-01 +2.6261e-01 +1.4673e-01 +5.5807e-01 +8.9327e-01 +0.0000e+00 +1.0000e+00 +1.2034e-01 +5.2515e-01
149 +2.430047833e+01 +2.430047833e+01 +2.535204783e+02 +2.535204783e+02 +8.7566e-02 +9.1603e-01 +1.0000e+00 +9.1990e-02 +4.9977e-01 +0.0000e+00 +2.8589e-02 +9.9941e-01 +1.3833e-01 +0.0000e+00 +0.0000e+00 +5.1399e-01 +5.6418e-01 +2.2683e-02 +7.2618e-01 +9.8957e-01 +1.5145e-02 +1.0000e+00 +1.0432e-01 +6.2117e-01
860 +1.554688164e+01 +1.554688164e+01 +2.447668816e+02 +2.447668816e+02 +0.0000e+00 +6.2987e-01 +1.0000e+00 +3.5129e-03 +6.0167e-01 +2.2457e-03 +0.0000e+00 +9.9208e-01 +5.0030e-01 +0.0000e+00 +1.2371e-01 +4.5329e-01 +4.6437e-01 +8.7343e-03 +8.8581e-01 +1.0000e+00 +2.5122e-03 +1.0000e+00 +4.9833e-03 +9.9995e-01
% function evaluation | noise-free fitness - Fopt (-2.444600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.361638088e+01 +7.361638088e+01 -1.708436191e+02 -1.708436191e+02 +4.9826e-02 +1.2639e-01 +8.0767e-01 +2.6041e-02 +9.5991e-01 +9.2451e-01 +7.0719e-01 +8.8889e-01 +9.5902e-01 +5.4922e-01 +8.3221e-01 +3.5409e-01 +3.1077e-01 +7.2828e-01 +4.7818e-01 +4.8421e-01 +9.1790e-01 +4.0332e-01 +1.3386e-01 +5.5054e-01
6 +4.727388434e+01 +4.727388434e+01 -1.971861157e+02 -1.971861157e+02 +9.1976e-01 +7.4236e-01 +7.1282e-01 +1.2304e-01 +1.6616e-01 +4.5095e-01 +4.9442e-01 +6.9883e-01 +9.0945e-01 +5.9815e-01 +7.0719e-01 +2.3141e-01 +7.2631e-02 +3.7086e-01 +3.2003e-01 +8.3981e-01 +7.2771e-01 +1.9189e-02 +3.1318e-01 +4.1991e-01
105 +3.750810661e+01 +3.750810661e+01 -2.069518934e+02 -2.069518934e+02 +1.0000e+00 +9.4358e-01 +1.0000e+00 +5.7041e-02 +2.7770e-01 +4.2015e-01 +8.4772e-01 +1.0000e+00 +8.9936e-01 +5.9619e-01 +3.0396e-01 +0.0000e+00 +2.1182e-02 +2.3098e-01 +1.0648e-01 +1.0000e+00 +9.1953e-01 +5.7406e-02 +2.7838e-01 +4.0725e-01
246 +2.420656727e+01 +2.420656727e+01 -2.202534327e+02 -2.202534327e+02 +9.7425e-01 +6.9317e-01 +1.0000e+00 +5.0342e-02 +1.0690e-01 +2.6697e-01 +1.0000e+00 +1.0000e+00 +9.8121e-01 +2.9331e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.7499e-01 +0.0000e+00 +9.4880e-01 +1.0000e+00 +0.0000e+00 +5.4639e-01 +2.4789e-01
2976 +1.560114538e+01 +1.560114538e+01 -2.288588546e+02 -2.288588546e+02 +9.7579e-01 +8.2209e-01 +1.0000e+00 +1.3057e-03 +1.7383e-01 +2.7932e-01 +9.2731e-01 +9.9990e-01 +8.6133e-01 +5.8757e-01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.3161e-01 +4.6979e-03 +9.7766e-01 +9.2839e-01 +3.0327e-01 +4.9944e-01 +3.3129e-01
